Size	Source	Binary Packages
2447412	nunit	libnunit-cil-dev(Unit test framework for CLI - Development files)+libnunit-console-runner2.6.3-cil(Unit test framework for CLI - Assemblies)+libnunit-core-interfaces2.6.3-cil(Unit test framework for CLI - Assemblies)+libnunit-core2.6.3-cil(Unit test framework for CLI - Assemblies)+libnunit-doc(Unit test framework for CLI - Documentation)+libnunit-framework2.6.3-cil(Unit test framework for CLI - Assemblies)+libnunit-mocks2.6.3-cil(Unit test framework for CLI - Assemblies)+libnunit-util2.6.3-cil(Unit test framework for CLI - Assemblies)+monodoc-nunit-manual(compiled XML documentation for NUnit - monodoc manual)+nunit(Unit test framework for CLI)+nunit-console(Unit test framework for CLI - Console test runner)+nunit-gui(Unit test framework for CLI - GUI test runner)+nupkg-nunit.2.6.4(Unit test framework for CLI - NuGet package - Framework)+nupkg-nunit.mocks.2.6.4(Unit test framework for CLI - NuGet package - Mocks)+nupkg-nunit.runners.2.6.4(Unit test framework for CLI - NuGet package - Runners)
2487700	libxml2	libxml2(GNOME XML library)+libxml2-dbg(Debugging symbols for the GNOME XML library)+libxml2-dev(Development files for the GNOME XML library)+libxml2-doc(Documentation for the GNOME XML library)+libxml2-utils(XML utilities)+python-libxml2(Python bindings for the GNOME XML library)+python-libxml2-dbg(Python bindings for the GNOME XML library (debug extension))+python3-libxml2(Python3 bindings for the GNOME XML library)+python3-libxml2-dbg(Python3 bindings for the GNOME XML library (debug extension))
2493407	opencolorio	libopencolorio-dev(complete color management solution - development)+libopencolorio1v5(complete color management solution - runtime)+opencolorio-doc(complete color management solution - documentation)+opencolorio-tools(complete color management solution - utilities)+python-pyopencolorio(complete color management solution - python bindings)
2714342	fltk1.1	fltk1.1-doc(Fast Light Toolkit - documentation)+fltk1.1-games(Fast Light Toolkit - example games: checkers, sudoku)+libfltk1.1(Fast Light Toolkit - shared libraries)+libfltk1.1-dev(Fast Light Toolkit - development files)
3071505	groovy	groovy(Agile dynamic language for the Java Virtual Machine)+groovy-doc(Agile dynamic language for the Java Virtual Machine (documentation))
3152161	symfony	php-symfony(set of reusable components and framework for web projects)+php-symfony-asset(manage asset URLs)+php-symfony-browser-kit(simulate the behavior of a web browser)+php-symfony-cache(Symfony Cache component with PSR-6, PSR-16, and tags)+php-symfony-class-loader(load PHP classes automatically)+php-symfony-config(load configurations from different data sources)+php-symfony-console(run tasks from the command line)+php-symfony-css-selector(convert CSS selectors to XPath expressions)+php-symfony-debug(tools to make debugging of PHP code easier)+php-symfony-debug-bundle(debugging tools for the Symfony framework)+php-symfony-dependency-injection(standardize and centralize construction of objects)+php-symfony-doctrine-bridge(integration for Doctrine with Symfony Components)+php-symfony-dom-crawler(ease DOM navigation for HTML and XML documents)+php-symfony-dotenv(.env files parser to make environment variables accessible)+php-symfony-event-dispatcher(dispatch events and listen to them)+php-symfony-expression-language(compile and evaluate expressions)+php-symfony-filesystem(basic filesystem utilities)+php-symfony-finder(find files and directories)+php-symfony-form(create HTML forms and process request data)+php-symfony-framework-bundle(basic, robust and flexible MVC framework)+php-symfony-http-foundation(object-oriented layer for the HTTP specification)+php-symfony-http-kernel(building blocks for flexible and fast HTTP-based frameworks)+php-symfony-inflector(words conversion between their singular and plural forms)+php-symfony-intl(limited replacement layer for the PHP extension intl)+php-symfony-ldap(abstraction layer for the PHP LDAP module)+php-symfony-lock(creates and manages locks)+php-symfony-monolog-bridge(integration for Monolog with Symfony Components)+php-symfony-options-resolver(configure objects with option arrays)+php-symfony-phpunit-bridge(integration for PHPUnit with Symfony Components)+php-symfony-process(execute commands in sub-processes)+php-symfony-property-access(read from and write to an object or array)+php-symfony-property-info(extract information about properties of PHP classes)+php-symfony-proxy-manager-bridge(integration for ProxyManager with Symfony Components)+php-symfony-routing(associate a request with code that generates a response)+php-symfony-security(infrastructure for sophisticated authorization systems)+php-symfony-security-bundle(configurable security system for the Symfony framework)+php-symfony-security-core(infrastructure for authorization systems - common features)+php-symfony-security-csrf(infrastructure for authorization systems - CSRF protection)+php-symfony-security-guard(infrastructure for authorization systems - Guard features)+php-symfony-security-http(infrastructure for authorization systems - HTTP integration)+php-symfony-serializer(convert PHP objects into specific formats and vice versa)+php-symfony-stopwatch(profile PHP code)+php-symfony-templating(tools needed to build a template system)+php-symfony-translation(tools to internationalize an application)+php-symfony-twig-bridge(integration for Twig with Symfony Components)+php-symfony-twig-bundle(configurable integration of Twig with the Symfony framework)+php-symfony-validator(tools to validate classes)+php-symfony-var-dumper(Symfony mechanism for exploring and dumping PHP variables)+php-symfony-web-link(manage links between resources)+php-symfony-web-profiler-bundle(collect requests information for analysis and debugging)+php-symfony-web-server-bundle(provide commands for applications using the PHP built-in web server)+php-symfony-workflow(manage a workflow or finite state machine)+php-symfony-yaml(convert YAML to PHP arrays and the other way around)
3202046	python-numpy	python-numpy(Numerical Python adds a fast array facility to the Python language)+python-numpy-dbg(Fast array facility to the Python language (debug extension))+python-numpy-doc(NumPy documentation)+python3-numpy(Fast array facility to the Python 3 language)+python3-numpy-dbg(Fast array facility to the Python 3 language (debug extension))
3461579	qtlocation-opensource-src	libqt5location5(Qt Location module)+libqt5location5-plugins(Qt Location module - geolocation plugins)+libqt5positioning5(Qt Positioning module)+libqt5positioning5-plugins(Qt Positioning module - position plugins)+libqt5positioningquick5(Qt Positioning module - Qt Quick module)+qml-module-qt-labs-location(Qt Location Labs module)+qml-module-qtlocation(Qt Location QML module)+qml-module-qtpositioning(Qt Positioning QML module)+qtlocation5-dev(Qt 5 Location development files)+qtlocation5-doc(Qt 5 Positioning documentation)+qtlocation5-doc-html(Qt 5 Positioning HTML documentation)+qtlocation5-examples(Qt 5 Location and Positioning examples)+qtpositioning5-dev(Qt 5 Positioning development files)
3565886	libwebp	libwebp-dev(Lossy compression of digital photographic images.)+libwebp6(Lossy compression of digital photographic images.)+libwebpdemux2(Lossy compression of digital photographic images.)+libwebpmux3(Lossy compression of digital photographic images.)+webp(Lossy compression of digital photographic images.)
4188589	groff	groff(GNU troff text-formatting system)+groff-base(GNU troff text-formatting system (base system components))
4563453	sphinx	libjs-sphinxdoc(JavaScript support for Sphinx documentation)+python-sphinx(documentation generator for Python projects (implemented in Python 2))+python3-sphinx(documentation generator for Python projects (implemented in Python 3))+sphinx-common(documentation generator for Python projects - common data)+sphinx-doc(documentation generator for Python projects - documentation)
4960718	glib2.0	libglib2.0-0(GLib library of C routines)+libglib2.0-bin(Programs for the GLib library)+libglib2.0-data(Common files for GLib library)+libglib2.0-dev(Development files for the GLib library)+libglib2.0-dev-bin(Development utilities for the GLib library)+libglib2.0-doc(Documentation files for the GLib library)+libglib2.0-tests(GLib library of C routines - installed tests)
5048915	openldap	ldap-utils(OpenLDAP utilities)+libldap-2.4-2(OpenLDAP libraries)+libldap-common(OpenLDAP common files for libraries)+libldap2-dev(OpenLDAP development libraries)+slapd(OpenLDAP server (slapd))+slapd-contrib(contributed plugins for OpenLDAP slapd)+slapd-smbk5pwd(transitional package for slapd-contrib)+slapi-dev(development libraries for OpenLDAP SLAPI plugin interface)
5259572	android-platform-system-core	adb(Android Debug Bridge)+android-libadb(Library for Android Debug Bridge)+android-libadb-dev(Library for Android Debug Bridge - Development files)+android-libbacktrace(Android backtrace library)+android-libbacktrace-dev(Android backtrace library - Development files)+android-libbase(Android base library)+android-libbase-dev(Android base library - Development files)+android-libcrypto-utils(Android crypto-utils library)+android-libcrypto-utils-dev(Android crypto-utils library - Development files)+android-libcutils(Android utils library for C)+android-libcutils-dev(Android utils library for C - Development files)+android-liblog(Android NDK logger interfaces)+android-liblog-dev(Android NDK logger interfaces - Development files)+android-libnativebridge(Android native bridge library)+android-libnativebridge-dev(Android native bridge library - Development files)+android-libnativeloader(Android native loader library)+android-libnativeloader-dev(Android native loader library - Development files)+android-libsparse(Library for sparse files)+android-libsparse-dev(Library for sparse files - Development files)+android-libutils(Android Utility Function Library)+android-libutils-dev(Android Utility Function Library - Development files)+android-libziparchive(Library for ZIP archives)+android-libziparchive-dev(Library for ZIP archives - Development files)+android-platform-system-core-headers(Shared headers in AOSP repository platform/system/core)+android-sdk-libsparse-utils(Android sparse image creation tool)+android-tools-adb(transitional package)+android-tools-fastboot(transitional package)+android-tools-mkbootimg(transitional package)+append2simg(Transitional package)+fastboot(Android fastboot tool)+img2simg(Transitional package)+mkbootimg(Creates Android boot images)+simg2img(Transitional package)
5584486	batik	libbatik-java(xml.apache.org SVG Library)
6241856	rails	rails(MVC ruby based framework geared for web application development (metapackage))+ruby-actioncable(WebSocket framework for Rails (part of Rails))+ruby-actionmailer(email composition, delivery, and receiving framework (part of Rails))+ruby-actionpack(web-flow and rendering framework putting the VC in MVC (part of Rails))+ruby-actionview(framework for handling view template lookup and rendering (part of Rails))+ruby-activejob(job framework with pluggable queues)+ruby-activemodel(toolkit for building modeling frameworks (part of Rails))+ruby-activerecord(object-relational mapper framework (part of Rails))+ruby-activestorage(Local and cloud file storage framework (part of Rails))+ruby-activesupport(Support and utility classes used by the Rails 4.1 framework)+ruby-rails(MVC ruby based framework geared for web application development)+ruby-railties(tools for creating, working with, and running Rails applications)
6679465	graphite2	libgraphite2-3(Font rendering engine for Complex Scripts -- library)+libgraphite2-dev(Development files for libgraphite2)+libgraphite2-doc(Documentation for libgraphite2)+libgraphite2-utils(Font rendering engine for Complex Scripts -- utilities)+python3-graphite2(Python bindings for libgraphite2)
7223786	libspring-java	libspring-aop-java(modular Java/J2EE application framework - AOP)+libspring-beans-java(modular Java/J2EE application framework - Beans)+libspring-context-java(modular Java/J2EE application framework - Context)+libspring-context-support-java(modular Java/J2EE application framework - Context Support)+libspring-core-java(modular Java/J2EE application framework - Core)+libspring-expression-java(modular Java/J2EE application framework - Expression language)+libspring-instrument-java(modular Java/J2EE application framework - Instrumentation)+libspring-jdbc-java(modular Java/J2EE application framework - JDBC tools)+libspring-jms-java(modular Java/J2EE application framework - JMS tools)+libspring-messaging-java(modular Java/J2EE application framework - Messaging tools)+libspring-orm-java(modular Java/J2EE application framework - ORM tools)+libspring-oxm-java(modular Java/J2EE application framework - Object/XML Mapping)+libspring-test-java(modular Java/J2EE application framework - Test helpers)+libspring-transaction-java(modular Java/J2EE application framework - transaction)+libspring-web-java(modular Java/J2EE application framework - Web)+libspring-web-portlet-java(modular Java/J2EE application framework - Portlet MVC)+libspring-web-servlet-java(modular Java/J2EE application framework - Web Portlet)
7244611	gettext	autopoint(The autopoint program from GNU gettext)+gettext(GNU Internationalization utilities)+gettext-base(GNU Internationalization utilities for the base system)+gettext-doc(Documentation for GNU gettext)+gettext-el(Emacs po-mode for editing gettext .po files)+libasprintf-dev(GNU Internationalization library development files)+libasprintf0v5(GNU library to use fprintf and friends in C++)+libgettextpo-dev(GNU Internationalization library development files)+libgettextpo0(GNU Internationalization library)
8289641	expat	expat(XML parsing C library - example application)+libexpat1(XML parsing C library - runtime library)+libexpat1-dev(XML parsing C library - development kit)
8680590	elfutils	elfutils(collection of utilities to handle ELF objects)+libasm-dev(libasm development libraries and header files)+libasm1(library with a programmable assembler interface)+libdw-dev(libdw1 development libraries and header files)+libdw1(library that provides access to the DWARF debug information)+libelf-dev(libelf1 development libraries and header files)+libelf1(library to read and write ELF files)
8865920	krb5	krb5-admin-server(MIT Kerberos master server (kadmind))+krb5-doc(documentation for MIT Kerberos)+krb5-gss-samples(MIT Kerberos GSS Sample applications)+krb5-k5tls(TLS plugin for MIT Kerberos)+krb5-kdc(MIT Kerberos key server (KDC))+krb5-kdc-ldap(MIT Kerberos key server (KDC) LDAP plugin)+krb5-kpropd(MIT Kerberos key server (Slave KDC Support))+krb5-locales(internationalization support for MIT Kerberos)+krb5-multidev(development files for MIT Kerberos without Heimdal conflict)+krb5-otp(OTP plugin for MIT Kerberos)+krb5-pkinit(PKINIT plugin for MIT Kerberos)+krb5-user(basic programs to authenticate using MIT Kerberos)+libgssapi-krb5-2(MIT Kerberos runtime libraries - krb5 GSS-API Mechanism)+libgssrpc4(MIT Kerberos runtime libraries - GSS enabled ONCRPC)+libk5crypto3(MIT Kerberos runtime libraries - Crypto Library)+libkadm5clnt-mit11(MIT Kerberos runtime libraries - Administration Clients)+libkadm5srv-mit11(MIT Kerberos runtime libraries - KDC and Admin Server)+libkdb5-9(MIT Kerberos runtime libraries - Kerberos database)+libkrad-dev(MIT Kerberos RADIUS Library Development)+libkrad0(MIT Kerberos runtime libraries - RADIUS library)+libkrb5-3(MIT Kerberos runtime libraries)+libkrb5-dbg(debugging files for MIT Kerberos)+libkrb5-dev(headers and development libraries for MIT Kerberos)+libkrb5support0(MIT Kerberos runtime libraries - Support library)
8965886	ffmpeg	ffmpeg(Tools for transcoding, streaming and playing of multimedia files)+ffmpeg-doc(Documentation of the FFmpeg multimedia framework)+libavcodec-dev(FFmpeg library with de/encoders for audio/video codecs - development files)+libavcodec-extra(FFmpeg library with extra codecs (metapackage))+libavcodec-extra58(FFmpeg library with additional de/encoders for audio/video codecs)+libavcodec58(FFmpeg library with de/encoders for audio/video codecs - runtime files)+libavdevice-dev(FFmpeg library for handling input and output devices - development files)+libavdevice58(FFmpeg library for handling input and output devices - runtime files)+libavfilter-dev(FFmpeg library containing media filters - development files)+libavfilter-extra(FFmpeg library with extra filters (metapackage))+libavfilter-extra7(FFmpeg library with extra media filters - runtime files)+libavfilter7(FFmpeg library containing media filters - runtime files)+libavformat-dev(FFmpeg library with (de)muxers for multimedia containers - development files)+libavformat58(FFmpeg library with (de)muxers for multimedia containers - runtime files)+libavresample-dev(FFmpeg compatibility library for resampling - development files)+libavresample4(FFmpeg compatibility library for resampling - runtime files)+libavutil-dev(FFmpeg library with functions for simplifying programming - development files)+libavutil56(FFmpeg library with functions for simplifying programming - runtime files)+libpostproc-dev(FFmpeg library for post processing - development files)+libpostproc55(FFmpeg library for post processing - runtime files)+libswresample-dev(FFmpeg library for audio resampling, rematrixing etc. - development files)+libswresample3(FFmpeg library for audio resampling, rematrixing etc. - runtime files)+libswscale-dev(FFmpeg library for image scaling and various conversions - development files)+libswscale5(FFmpeg library for image scaling and various conversions - runtime files)
9048801	libcommons-compress-java	libcommons-compress-java(Java API for working with compression and archive formats)
9152721	mingw-w64	mingw-w64(Development environment targeting 32- and 64-bit Windows)+mingw-w64-common(Common files for Mingw-w64)+mingw-w64-i686-dev(Development files for MinGW-w64 targeting Win32)+mingw-w64-tools(Development tools for 32- and 64-bit Windows)+mingw-w64-x86-64-dev(Development files for MinGW-w64 targeting Win64)
9901371	librsvg	gir1.2-rsvg-2.0(gir files for renderer library for SVG files)+librsvg2-2(SAX-based renderer library for SVG files (runtime))+librsvg2-bin(command-line and graphical viewers for SVG files)+librsvg2-common(SAX-based renderer library for SVG files (extra runtime))+librsvg2-dev(SAX-based renderer library for SVG files (development))+librsvg2-doc(SAX-based renderer library for SVG files (documentation))
10769192	cups	cups(Common UNIX Printing System(tm) - PPD/driver support, web interface)+cups-bsd(Common UNIX Printing System(tm) - BSD commands)+cups-client(Common UNIX Printing System(tm) - client programs (SysV))+cups-common(Common UNIX Printing System(tm) - common files)+cups-core-drivers(Common UNIX Printing System(tm) - driverless printing)+cups-daemon(Common UNIX Printing System(tm) - daemon)+cups-ipp-utils(Common UNIX Printing System(tm) - IPP developer/admin utilities)+cups-ppdc(Common UNIX Printing System(tm) - PPD manipulation utilities)+cups-server-common(Common UNIX Printing System(tm) - server common files)+libcups2(Common UNIX Printing System(tm) - Core library)+libcups2-dev(Common UNIX Printing System(tm) - Development files CUPS library)+libcupsimage2(Common UNIX Printing System(tm) - Raster image library)+libcupsimage2-dev(Common UNIX Printing System(tm) - Development files CUPS image library)
11261983	pandas	python-pandas(data structures for relational or labeled data)+python-pandas-doc(documentation and examples for pandas)+python-pandas-lib(low-level implementations and bindings for pandas)+python3-pandas(data structures for relational or labeled data - Python 3)+python3-pandas-lib(low-level implementations and bindings for pandas - Python 3)
11299383	python-babel	python-babel(tools for internationalizing Python applications - Python 2.x)+python-babel-doc(tools for internationalizing Python applications - documentation)+python-babel-localedata(tools for internationalizing Python applications - locale data files)+python3-babel(tools for internationalizing Python applications - Python 3.x)
12063108	fonts-dejavu	fonts-dejavu(metapackage to pull in fonts-dejavu-core and fonts-dejavu-extra)+fonts-dejavu-core(Vera font family derivate with additional characters)+fonts-dejavu-extra(Vera font family derivate with additional characters (extra variants))+ttf-dejavu(transitional dummy package)+ttf-dejavu-core(transitional dummy package)+ttf-dejavu-extra(transitional dummy package)
12377840	bioperl	bioperl(Perl tools for computational molecular biology)+libbio-perl-perl(BioPerl core perl modules)
13665121	icu	icu-devtools(Development utilities for International Components for Unicode)+icu-doc(API documentation for ICU classes and functions)+libicu-dev(Development files for International Components for Unicode)+libicu63(International Components for Unicode)
14687426	fop	fop(XML formatter driven by XSL Formatting Objects (XSL-FO.) - app)+fop-doc(XML formatter driven by XSL Formatting Objects (doc) - doc)+libfop-java(XML formatter driven by XSL Formatting Objects (XSL-FO.) - libs)
16663973	nodejs	libnode-dev(evented I/O for V8 javascript (development files))+libnode64(evented I/O for V8 javascript - runtime library)+nodejs(evented I/O for V8 javascript - runtime executable)+nodejs-doc(API documentation for Node.js, the javascript platform)
17331372	python3.7	idle-python3.7(IDE for Python (v3.7) using Tkinter)+libpython3.7(Shared Python runtime library (version 3.7))+libpython3.7-dbg(Debug Build of the Python Interpreter (version 3.7))+libpython3.7-dev(Header files and a static library for Python (v3.7))+libpython3.7-minimal(Minimal subset of the Python language (version 3.7))+libpython3.7-stdlib(Interactive high-level object-oriented language (standard library, version 3.7))+libpython3.7-testsuite(Testsuite for the Python standard library (v3.7))+python3.7(Interactive high-level object-oriented language (version 3.7))+python3.7-dbg(Debug Build of the Python Interpreter (version 3.7))+python3.7-dev(Header files and a static library for Python (v3.7))+python3.7-doc(Documentation for the high-level object-oriented language Python (v3.7))+python3.7-examples(Examples for the Python language (v3.7))+python3.7-minimal(Minimal subset of the Python language (version 3.7))+python3.7-venv(Interactive high-level object-oriented language (pyvenv binary, version 3.7))
17728816	python2.7	idle-python2.7(IDE for Python (v2.7) using Tkinter)+libpython2.7(Shared Python runtime library (version 2.7))+libpython2.7-dbg(Debug Build of the Python Interpreter (version 2.7))+libpython2.7-dev(Header files and a static library for Python (v2.7))+libpython2.7-minimal(Minimal subset of the Python language (version 2.7))+libpython2.7-stdlib(Interactive high-level object-oriented language (standard library, version 2.7))+libpython2.7-testsuite(Testsuite for the Python standard library (v2.7))+python2.7(Interactive high-level object-oriented language (version 2.7))+python2.7-dbg(Debug Build of the Python Interpreter (version 2.7))+python2.7-dev(Header files and a static library for Python (v2.7))+python2.7-doc(Documentation for the high-level object-oriented language Python (v2.7))+python2.7-examples(Examples for the Python language (v2.7))+python2.7-minimal(Minimal subset of the Python language (version 2.7))
19961207	adwaita-icon-theme	adwaita-icon-theme(default icon theme of GNOME)
20459192	mesa	libd3dadapter9-mesa(state-tracker for Direct3D9)+libd3dadapter9-mesa-dev(state-tracker for Direct3D9 -- development files)+libegl-mesa0(free implementation of the EGL API -- Mesa vendor library)+libegl1-mesa(transitional dummy package)+libegl1-mesa-dev(free implementation of the EGL API -- development files)+libgbm-dev(generic buffer management API -- development files)+libgbm1(generic buffer management API -- runtime)+libgl1-mesa-dev(free implementation of the OpenGL API -- GLX development files)+libgl1-mesa-dri(free implementation of the OpenGL API -- DRI modules)+libgl1-mesa-glx(transitional dummy package)+libglapi-mesa(free implementation of the GL API -- shared library)+libgles2-mesa(transitional dummy package)+libgles2-mesa-dev(free implementation of the OpenGL|ES 2.x API -- development files)+libglx-mesa0(free implementation of the OpenGL API -- GLX vendor library)+libosmesa6(Mesa Off-screen rendering extension)+libosmesa6-dev(Mesa Off-screen rendering extension -- development files)+libwayland-egl1-mesa(transitional dummy package)+libxatracker-dev(X acceleration library -- development files)+libxatracker2(X acceleration library -- runtime)+mesa-common-dev(Developer documentation for Mesa)+mesa-opencl-icd(free implementation of the OpenCL API -- ICD runtime)+mesa-va-drivers(Mesa VA-API video acceleration drivers)+mesa-vdpau-drivers(Mesa VDPAU video acceleration drivers)+mesa-vulkan-drivers(Mesa Vulkan graphics drivers)
21166422	gtk+3.0	gir1.2-gtk-3.0(GTK+ graphical user interface library -- gir bindings)+gtk-3-examples(example files for GTK+ 3)+gtk-update-icon-cache(icon theme caching utility)+libgail-3-0(GNOME Accessibility Implementation Library -- shared libraries)+libgail-3-dev(GNOME Accessibility Implementation Library -- development files)+libgail-3-doc(documentation files of the Gail library)+libgtk-3-0(GTK+ graphical user interface library)+libgtk-3-bin(programs for the GTK+ graphical user interface library)+libgtk-3-common(common files for the GTK+ graphical user interface library)+libgtk-3-dev(development files for the GTK+ library)+libgtk-3-doc(documentation for the GTK+ graphical user interface library)
22330401	qtdeclarative-opensource-src	libqt5qml5(Qt 5 QML module)+libqt5quick5(Qt 5 Quick library)+libqt5quickparticles5(Qt 5 Quick particles module)+libqt5quicktest5(Qt 5 Quick Test library)+libqt5quickwidgets5(Qt 5 Quick Widgets library)+qml(Qt 5 QML viewer)+qml-module-qt-labs-folderlistmodel(Qt 5 folderlistmodel QML module)+qml-module-qt-labs-handlers(Qt 5 Qt.labs.handlers QML module)+qml-module-qt-labs-settings(Qt 5 settings QML module)+qml-module-qt-labs-sharedimage(Qt 5 SharedImage QML module)+qml-module-qtqml-models2(Qt 5 Models2 QML module)+qml-module-qtqml-statemachine(Qt 5 State Machine QML module)+qml-module-qtquick-layouts(Qt 5 Quick Layouts QML module)+qml-module-qtquick-localstorage(Qt 5 localstorage QML module)+qml-module-qtquick-particles2(Qt 5 particles 2 QML module)+qml-module-qtquick-shapes(Qt 5 Qt Quick Shapes QML module)+qml-module-qtquick-window2(Qt 5 window 2 QML module)+qml-module-qtquick-xmllistmodel(Qt 5 xmllistmodel QML module)+qml-module-qtquick2(Qt 5 Qt Quick 2 QML module)+qml-module-qttest(Qt 5 test QML module)+qmlscene(Qt 5 QML scene viewer)+qt5-qmltooling-plugins(Qt 5 qmltooling plugins)+qtdeclarative5-dev(Qt 5 declarative development files)+qtdeclarative5-dev-tools(Qt 5 declarative development programs)+qtdeclarative5-doc(Qt 5 declarative documentation)+qtdeclarative5-doc-html(Qt 5 declarative HTML documentation)+qtdeclarative5-examples(Qt 5 declarative examples)+qtdeclarative5-private-dev(Qt 5 declarative private development files)
29021915	xemacs21-packages	xemacs21-basesupport(Editor and kitchen sink -- compiled elisp support files)+xemacs21-basesupport-el(Editor and kitchen sink -- source elisp support files)+xemacs21-mulesupport(Editor and kitchen sink -- Mule elisp support files)+xemacs21-mulesupport-el(Editor and kitchen sink -- source elisp support files)
36666114	matplotlib	python-matplotlib-data(Python based plotting system (data package))+python-matplotlib-doc(Python based plotting system (documentation package))+python3-matplotlib(Python based plotting system in a style similar to Matlab (Python 3))+python3-matplotlib-dbg(Python based plotting system (debug extension, Python 3))
45405094	qtbase-opensource-src	libqt5concurrent5(Qt 5 concurrent module)+libqt5core5a(Qt 5 core module)+libqt5dbus5(Qt 5 D-Bus module)+libqt5gui5(Qt 5 GUI module)+libqt5network5(Qt 5 network module)+libqt5opengl5(Qt 5 OpenGL module)+libqt5opengl5-dev(Qt 5 OpenGL library development files)+libqt5printsupport5(Qt 5 print support module)+libqt5sql5(Qt 5 SQL module)+libqt5sql5-ibase(Qt 5 Firebird database driver)+libqt5sql5-mysql(Qt 5 MySQL database driver)+libqt5sql5-odbc(Qt 5 ODBC database driver)+libqt5sql5-psql(Qt 5 PostgreSQL database driver)+libqt5sql5-sqlite(Qt 5 SQLite 3 database driver)+libqt5sql5-tds(Qt 5 FreeTDS database driver)+libqt5test5(Qt 5 test module)+libqt5widgets5(Qt 5 widgets module)+libqt5xml5(Qt 5 XML module)+qt5-default(Qt 5 development defaults package)+qt5-flatpak-platformtheme(Qt 5 Flatpak platform theme)+qt5-gtk-platformtheme(Qt 5 GTK+ 3 platform theme)+qt5-qmake(Qt 5 qmake Makefile generator tool)+qt5-qmake-bin(Qt 5 qmake Makefile generator tool ?? binary file)+qtbase5-dev(Qt 5 base development files)+qtbase5-dev-tools(Qt 5 base development programs)+qtbase5-doc(Qt 5 base documentation)+qtbase5-doc-html(Qt 5 base HTML documentation)+qtbase5-examples(Qt 5 base examples)+qtbase5-private-dev(Qt 5 base private development files)
